Time,Pressure before pump (Arith. Mean),Pressure after pump (Arith. Mean),Differential pressure (Arith. Mean),Flow rate (Arith. Mean),Tank temperature (Arith. Mean),Temperature TS inlet (Arith. Mean),Temperature TS outlet (Arith. Mean),Bypass temperature (Arith. Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-08-21 11:39:11.837,0.186945,0.002396,0.026379,405.40809,21.690619,-0.980354,-0.240923,0.305313,1.0,1891.387,31.523116666666667
2021-08-21 11:39:12.832,0.18534,0.002423,0.026547,402.819636,21.692109,-0.982519,-0.244496,0.314821,0.995,1892.382,31.5397
2021-08-21 11:39:13.836,0.186993,0.002452,0.026726,402.167871,21.694823,-0.985357,-0.238795,0.314171,1.004,1893.386,31.556433333333334
2021-08-21 11:39:14.832,0.185901,0.002403,0.026351,403.197394,21.695341,-0.983085,-0.235423,0.311673,0.996,1894.382,31.573033333333335
2021-08-21 11:39:15.836,0.184817,0.002447,0.025976,401.594956,21.689724,-0.989148,-0.219185,0.307764,1.004,1895.386,31.589766666666666
2021-08-21 11:39:16.836,0.186641,0.002496,0.026535,400.433967,21.696394,-0.988885,-0.227272,0.312927,1.0,1896.386,31.60643333333333
2021-08-21 11:39:17.836,0.186457,0.002533,0.026397,400.96674,21.688125,-0.987967,-0.22294,0.313321,1.0,1897.386,31.6231
2021-08-21 11:39:18.836,0.186541,0.00238,0.026177,401.207196,21.692587,-0.977204,-0.220183,0.316734,1.0,1898.386,31.639766666666667
2021-08-21 11:39:19.836,0.186032,0.002464,0.026011,401.306207,21.692194,-0.984816,-0.209551,0.31634,1.0,1899.386,31.656433333333332
2021-08-21 11:39:20.836,0.185806,0.002617,0.026213,401.655102,21.6981,-0.98311,-0.203513,0.320147,1.0,1900.386,31.673099999999998
2021-08-21 11:39:21.836,0.187202,0.00248,0.026471,401.499514,21.7002,-0.987442,-0.199444,0.323035,1.0,1901.386,31.689766666666667
2021-08-21 11:39:22.836,0.187654,0.00248,0.026544,403.036541,21.6939,-0.975366,-0.192356,0.316996,1.0,1902.386,31.706433333333333
2021-08-21 11:39:23.836,0.186074,0.002491,0.026268,402.44719,21.689437,-0.996761,-0.187368,0.321328,1.0,1903.386,31.7231
2021-08-21 11:39:24.836,0.186315,0.002475,0.026415,401.131759,21.697575,-1.003717,-0.181461,0.319228,1.0,1904.386,31.739766666666664
2021-08-21 11:39:25.836,0.186798,0.002349,0.026342,401.395788,21.695606,-0.990329,-0.188681,0.318834,1.0,1905.386,31.756433333333334
2021-08-21 11:39:26.836,0.18632,0.002401,0.026296,401.240199,21.6918,-0.978123,-0.175948,0.324479,1.0,1906.386,31.7731
2021-08-21 11:39:27.836,0.186908,0.002496,0.026507,400.924307,21.690356,-0.981273,-0.172404,0.32146,1.0,1907.386,31.789766666666665
2021-08-21 11:39:28.836,0.186809,0.002422,0.02625,401.292062,21.688519,-0.978648,-0.174242,0.324348,1.0,1908.386,31.806433333333334
2021-08-21 11:39:29.836,0.185864,0.00226,0.026654,401.310921,21.694294,-0.977729,-0.182774,0.329074,1.0,1909.386,31.8231
2021-08-21 11:39:30.836,0.186131,0.002438,0.026342,401.193051,21.691144,-0.984816,-0.165579,0.32461,1.0,1910.386,31.839766666666666
2021-08-21 11:39:31.836,0.187271,0.002664,0.026691,401.372214,21.693244,-0.970641,-0.148383,0.328417,1.0,1911.386,31.85643333333333
2021-08-21 11:39:32.836,0.186268,0.002359,0.026305,401.325066,21.699806,-0.996761,-0.153765,0.333012,1.0,1912.386,31.8731
2021-08-21 11:39:33.836,0.186824,0.002375,0.026121,399.118536,21.696131,-0.99151,-0.154421,0.329992,1.0,1913.386,31.889766666666667
2021-08-21 11:39:34.831,0.186923,0.002708,0.026085,400.128168,21.690658,-0.979485,-0.146611,0.324452,0.995,1914.381,31.90635
2021-08-21 11:39:35.834,0.186616,0.002708,0.026363,400.363085,21.695411,-0.983096,-0.15004,0.330385,1.003,1915.384,31.923066666666667
2021-08-21 11:39:36.831,0.185486,0.002514,0.025999,400.34449,21.696066,-0.980492,-0.148823,0.329598,0.997,1916.381,31.939683333333335
